text	domain	intent	target
media control. recognize currently playing	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
turn the temperature up.	HOMEAUTOMATION	turn_up	home automation. turn up
play Dinner Music.	MEDIACONTROL	play_media	media control. play media
note. add to note	NOTE	add_to_note	note. add to note
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. recognize currently playing	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
what's the price of bitcoin today?	OTHER	other	other. other
you know.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play peaceful music.	MEDIACONTROL	play_media	media control. play media
alarm. find alarm	ALARM	find_alarm	alarm. find alarm
other. other	OTHER	other	other. other
media control. shuffle music	MEDIACONTROL	shuffle_music	media control. shuffle music
wake me up at 9:45.	ALARM	set_alarm	alarm. set alarm
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
play hosanna.	MEDIACONTROL	play_media	media control. play media
play kiss 95.1.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on light one.	HOMEAUTOMATION	turn_on	home automation. turn on
play classic rock on iHeartRadio.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set a timer for.	ALARM	set_timer	alarm. set timer
turn off peter office light.	HOMEAUTOMATION	turn_off	home automation. turn off
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play some smooth jazz music.	MEDIACONTROL	play_media	media control. play media
play some sad music.	MEDIACONTROL	play_media	media control. play media
turn on bedroom.	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
are you here?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. resume	MEDIACONTROL	resume	media control. resume
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play arcade fire.	MEDIACONTROL	play_media	media control. play media
play good vibrations.	MEDIACONTROL	play_media	media control. play media
how many days till christmas?	OTHER	other	other. other
play late night jazz.	MEDIACONTROL	play_media	media control. play media
ask darksky for today's forecast.	WEATHER	weather_default	weather. weather default
media control. resume	MEDIACONTROL	resume	media control. resume
other. other	OTHER	other	other. other
play trance.	MEDIACONTROL	play_media	media control. play media
turn lights out.	HOMEAUTOMATION	turn_off	home automation. turn off
set the alarm for 6 o'clock.	ALARM	set_alarm	alarm. set alarm
please resume playing music.	MEDIACONTROL	resume	media control. resume
play the next song please.	MEDIACONTROL	skip_forward	media control. skip forward
remind me to call.	REMINDER	create_single_reminder	reminder. create single reminder
media control. mediacontrol other	MEDIACONTROL	mediacontrol_other	media control. mediacontrol other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play lauren daigle music.	MEDIACONTROL	play_media	media control. play media
set a 20 minute timer.	ALARM	set_timer	alarm. set timer
set my alarm for 6:20 am.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play Avicii.	MEDIACONTROL	play_media	media control. play media
set an alarm in one hour.	ALARM	set_alarm	alarm. set alarm
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
softer.	MEDIACONTROL	volume_down	media control. volume down
watch live tv.	OTHER	other	other. other
play sexy music.	MEDIACONTROL	play_media	media control. play media
play evening chill.	MEDIACONTROL	play_media	media control. play media
tell me news.	OTHER	other	other. other
play pop christmas.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
wake me up at.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
set an alarm for 5 minutes from now.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
email. search email	EMAIL	search_email	email. search email
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
what can you do?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
play kygo on spotify.	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
mine.	OTHER	other	other. other
other. other	OTHER	other	other. other
play 60s music.	MEDIACONTROL	play_media	media control. play media
say that again.	COMMON	repeat	common. repeat
play pretty lights.	MEDIACONTROL	play_media	media control. play media
play some bedtime music.	MEDIACONTROL	play_media	media control. play media
turn down the music.	MEDIACONTROL	volume_down	media control. volume down
play how long by charlie puth.	MEDIACONTROL	play_media	media control. play media
what is time now?	OTHER	other	other. other
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
hey cortana play pop music.	MEDIACONTROL	play_media	media control. play media
can you wake me up at 6:30?	ALARM	set_alarm	alarm. set alarm
alarm. turn off alarm	ALARM	turn_off_alarm	alarm. turn off alarm
alarm. set timer	ALARM	set_timer	alarm. set timer
other. other	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. repeat	MEDIACONTROL	repeat	media control. repeat
change.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
how much snow are we gonna get?	WEATHER	weather_default	weather. weather default
on device. reset	ONDEVICE	reset	on device. reset
do you hear me?	OTHER	other	other. other
set volume to 35%.	MEDIACONTROL	set_volume	media control. set volume
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
when is daylight savings time?	OTHER	other	other. other
other. other	OTHER	other	other. other
turn off iHeartRadio.	MEDIACONTROL	stop	media control. stop
set alarm for 1 o'clock.	ALARM	set_alarm	alarm. set alarm
play the briefing podcast.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
can you play milky chance?	MEDIACONTROL	play_media	media control. play media
play that.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play contemporary christmas music.	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
talk to me.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
alarm. set timer	ALARM	set_timer	alarm. set timer
turn down the music a little bit.	MEDIACONTROL	volume_down	media control. volume down
xbox turn off.	ONDEVICE	power_off	on device. power off
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. turn off alarm	ALARM	turn_off_alarm	alarm. turn off alarm
for.	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play spa music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play keith urban.	MEDIACONTROL	play_media	media control. play media
play kid songs.	MEDIACONTROL	play_media	media control. play media
play pride radio on iheartradio.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set my alarm for 7:45 am.	ALARM	set_alarm	alarm. set alarm
can you play wheels on the bus?	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
can you play some jazz music?	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
play that last song again.	MEDIACONTROL	repeat	media control. repeat
can you turn up the music?	MEDIACONTROL	volume_up	media control. volume up
what's tomorrow's weather?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
