text	domain	intent	target
play elton john.	MEDIACONTROL	play_media	media control. play media
play metallica.	MEDIACONTROL	play_media	media control. play media
tell me a fact.	OTHER	other	other. other
play something.	MEDIACONTROL	play_media	media control. play media
is it going to rain today?	WEATHER	weather_default	weather. weather default
play classic Christmas music.	MEDIACONTROL	play_media	media control. play media
turn off kitchen light.	HOMEAUTOMATION	turn_off	home automation. turn off
play soft jazz.	MEDIACONTROL	play_media	media control. play media
repeat song.	MEDIACONTROL	repeat	media control. repeat
play James Taylor.	MEDIACONTROL	play_media	media control. play media
play eminem.	MEDIACONTROL	play_media	media control. play media
replay song.	MEDIACONTROL	repeat	media control. repeat
play Beyonce.	MEDIACONTROL	play_media	media control. play media
dismiss alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
volume 40%.	MEDIACONTROL	set_volume	media control. set volume
play oldies.	MEDIACONTROL	play_media	media control. play media
what is the weather outside?	WEATHER	weather_default	weather. weather default
open that.	ONDEVICE	open_application	on device. open application
play the Eagles.	MEDIACONTROL	play_media	media control. play media
is it gonna rain tomorrow?	WEATHER	weather_default	weather. weather default
play Top 40.	MEDIACONTROL	play_media	media control. play media
cancel music.	MEDIACONTROL	stop	media control. stop
set timer for 4 minutes.	ALARM	set_timer	alarm. set timer
turn on light.	HOMEAUTOMATION	turn_on	home automation. turn on
set alarm for 5:30 AM.	ALARM	set_alarm	alarm. set alarm
oh.	OTHER	other	other. other
play justin bieber.	MEDIACONTROL	play_media	media control. play media
what's the time now?	OTHER	other	other. other
volume 30.	MEDIACONTROL	set_volume	media control. set volume
what's the temperature now?	WEATHER	weather_default	weather. weather default
volume 20%.	MEDIACONTROL	set_volume	media control. set volume
turn on my lights.	HOMEAUTOMATION	turn_on	home automation. turn on
wake me up in 30 minutes.	ALARM	set_alarm	alarm. set alarm
how much is left on the timer?	ALARM	time_remaining	alarm. time remaining
what's my schedule today?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play hip hop music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 6:30.	ALARM	set_alarm	alarm. set alarm
what's the weather out?	WEATHER	weather_default	weather. weather default
turn on the Bluetooth.	ONDEVICE	turn_on_setting	on device. turn on setting
go to the next song.	MEDIACONTROL	skip_forward	media control. skip forward
play kidz bop.	MEDIACONTROL	play_media	media control. play media
wake me up at 8:30.	ALARM	set_alarm	alarm. set alarm
play Fleetwood Mac.	MEDIACONTROL	play_media	media control. play media
lower.	MEDIACONTROL	volume_down	media control. volume down
play rain sounds.	MEDIACONTROL	play_media	media control. play media
set an alarm for 8:30.	ALARM	set_alarm	alarm. set alarm
tell me an interesting fact.	OTHER	other	other. other
set volume to 50%.	MEDIACONTROL	set_volume	media control. set volume
play John Mayer.	MEDIACONTROL	play_media	media control. play media
play some soft music.	MEDIACONTROL	play_media	media control. play media
play rock music.	MEDIACONTROL	play_media	media control. play media
turn on kitchen light.	HOMEAUTOMATION	turn_on	home automation. turn on
cancel the timer.	ALARM	turn_off_timer	alarm. turn off timer
set a timer for 11 minutes.	ALARM	set_timer	alarm. set timer
play my playlist.	MEDIACONTROL	play_media	media control. play media
call home.	COMMUNICATION	make_call	communication. make call
play pink.	MEDIACONTROL	play_media	media control. play media
that's enough.	MEDIACONTROL	stop	media control. stop
set timer.	ALARM	set_timer	alarm. set timer
play Z 100.	MEDIACONTROL	play_media	media control. play media
what's the weather gonna be today?	WEATHER	weather_default	weather. weather default
turn on main light.	HOMEAUTOMATION	turn_on	home automation. turn on
who?	OTHER	other	other. other
what's on my calendar for tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
how cold is it?	WEATHER	weather_default	weather. weather default
set an alarm for 7:30.	ALARM	set_alarm	alarm. set alarm
merry christmas.	OTHER	other	other. other
turn off all alarms.	ALARM	turn_off_alarm	alarm. turn off alarm
keep playing music.	MEDIACONTROL	resume	media control. resume
skip this track.	MEDIACONTROL	skip_forward	media control. skip forward
turn it down please.	MEDIACONTROL	volume_down	media control. volume down
nothing.	COMMON	cancel	common. cancel
play god's plan by drake.	MEDIACONTROL	play_media	media control. play media
where's my phone?	OTHER	other	other. other
play rock and roll.	MEDIACONTROL	play_media	media control. play media
sing.	OTHER	other	other. other
play easy listening.	MEDIACONTROL	play_media	media control. play media
set a timer for 35 minutes.	ALARM	set_timer	alarm. set timer
open sleep sounds.	MEDIACONTROL	play_media	media control. play media
play workout music.	MEDIACONTROL	play_media	media control. play media
turn off office.	HOMEAUTOMATION	turn_off	home automation. turn off
shut the music off.	MEDIACONTROL	stop	media control. stop
wake me up at 8.	ALARM	set_alarm	alarm. set alarm
turn off the kitchen.	HOMEAUTOMATION	turn_off	home automation. turn off
play classical.	MEDIACONTROL	play_media	media control. play media
how are you doing today?	OTHER	other	other. other
turn the lights.	HOMEAUTOMATION	set_device	home automation. set device
what's today?	OTHER	other	other. other
hey cortana turn off.	ONDEVICE	power_off	on device. power off
play kids music.	MEDIACONTROL	play_media	media control. play media
set up.	OTHER	other	other. other
play neil diamond.	MEDIACONTROL	play_media	media control. play media
play tunein.	MEDIACONTROL	play_media	media control. play media
wake me up in 15 minutes.	ALARM	set_alarm	alarm. set alarm
play Radio.	MEDIACONTROL	play_media	media control. play media
play classical Christmas music.	MEDIACONTROL	play_media	media control. play media
turn off radio.	MEDIACONTROL	stop	media control. stop
set alarm for.	ALARM	set_alarm	alarm. set alarm
turn on xbox.	ONDEVICE	open_application	on device. open application
set timer for 45 minutes.	ALARM	set_timer	alarm. set timer
play billy joel.	MEDIACONTROL	play_media	media control. play media
how is the weather tomorrow?	WEATHER	weather_default	weather. weather default
reduce volume.	MEDIACONTROL	volume_down	media control. volume down
good afternoon.	OTHER	other	other. other
play bollywood music.	MEDIACONTROL	play_media	media control. play media
tell me a funny joke.	OTHER	other	other. other
play red hot chili peppers.	MEDIACONTROL	play_media	media control. play media
play katy perry.	MEDIACONTROL	play_media	media control. play media
what's the weather forecast today?	WEATHER	weather_default	weather. weather default
play some dance music.	MEDIACONTROL	play_media	media control. play media
how?	OTHER	other	other. other
wake me up in 10 minutes.	ALARM	set_alarm	alarm. set alarm
repeat that song.	MEDIACONTROL	repeat	media control. repeat
end timer.	ALARM	turn_off_timer	alarm. turn off timer
play rap music.	MEDIACONTROL	play_media	media control. play media
play believer.	MEDIACONTROL	play_media	media control. play media
read me the news.	MEDIACONTROL	play_news	media control. play news
play Norah Jones.	MEDIACONTROL	play_media	media control. play media
start music.	MEDIACONTROL	play_media	media control. play media
play kendrick lamar.	MEDIACONTROL	play_media	media control. play media
resume playing music.	MEDIACONTROL	resume	media control. resume
play the next track.	MEDIACONTROL	skip_forward	media control. skip forward
what time?	OTHER	other	other. other
remind me.	REMINDER	create_single_reminder	reminder. create single reminder
what's the forecast tomorrow?	WEATHER	weather_default	weather. weather default
play espn radio.	MEDIACONTROL	play_media	media control. play media
play some rock and roll.	MEDIACONTROL	play_media	media control. play media
thanks.	OTHER	other	other. other
weather forecast.	WEATHER	weather_default	weather. weather default
disconnect Bluetooth.	ONDEVICE	turn_off_setting	on device. turn off setting
do you?	OTHER	other	other. other
turn on the lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
what's on my calendar tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
shut off the alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
weather today.	WEATHER	weather_default	weather. weather default
set timer for 8 minutes.	ALARM	set_timer	alarm. set timer
how tall is mount everest?	OTHER	other	other. other
play music by.	MEDIACONTROL	play_media	media control. play media
tell me the weather.	WEATHER	weather_default	weather. weather default
play that again.	MEDIACONTROL	repeat	media control. repeat
play journey.	MEDIACONTROL	play_media	media control. play media
wake me up in 20 minutes.	ALARM	set_alarm	alarm. set alarm
play U2.	MEDIACONTROL	play_media	media control. play media
volume 40.	MEDIACONTROL	set_volume	media control. set volume
hey cortana pause.	MEDIACONTROL	pause	media control. pause
play some hip hop.	MEDIACONTROL	play_media	media control. play media
volume 25%.	MEDIACONTROL	set_volume	media control. set volume
set a timer for 13 minutes.	ALARM	set_timer	alarm. set timer
play latin music.	MEDIACONTROL	play_media	media control. play media
how many days till christmas?	OTHER	other	other. other
Timer.	ONDEVICE	open_application	on device. open application
on.	OTHER	other	other. other
what is the weather like today?	WEATHER	weather_default	weather. weather default
quit.	COMMON	cancel	common. cancel
play the song again.	MEDIACONTROL	repeat	media control. repeat
set alarm for 5:45 AM.	ALARM	set_alarm	alarm. set alarm
set timer for 12 minutes.	ALARM	set_timer	alarm. set timer
can you?	OTHER	other	other. other
knock knock.	OTHER	other	other. other
turn on lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
set a timer for 14 minutes.	ALARM	set_timer	alarm. set timer
are you ok?	OTHER	other	other. other
set a 5 minute timer.	ALARM	set_timer	alarm. set timer
restart the song.	MEDIACONTROL	repeat	media control. repeat
open Spotify.	MEDIACONTROL	play_media	media control. play media
what is?	OTHER	other	other. other
do?	OTHER	other	other. other
what time is sunset?	OTHER	other	other. other
play the greatest showman soundtrack.	MEDIACONTROL	play_media	media control. play media
play something else.	MEDIACONTROL	play_media	media control. play media
volume 20.	MEDIACONTROL	set_volume	media control. set volume
play some Christian music.	MEDIACONTROL	play_media	media control. play media
what are my alarms?	ALARM	find_alarm	alarm. find alarm
turn on the kitchen.	HOMEAUTOMATION	turn_on	home automation. turn on
play acdc.	MEDIACONTROL	play_media	media control. play media
stop stop.	MEDIACONTROL	stop	media control. stop
turn Bluetooth on.	ONDEVICE	turn_on_setting	on device. turn on setting
play kqed.	MEDIACONTROL	play_media	media control. play media
what time is my alarm?	ALARM	find_alarm	alarm. find alarm
set an alarm for 10 minutes.	ALARM	set_alarm	alarm. set alarm
reduce the volume.	MEDIACONTROL	volume_down	media control. volume down
set alarm for 6:30.	ALARM	set_alarm	alarm. set alarm
turn on the music.	MEDIACONTROL	play_media	media control. play media
play cardi B.	MEDIACONTROL	play_media	media control. play media
what is the temperature right now?	WEATHER	weather_default	weather. weather default
hey cortana play music.	MEDIACONTROL	play_media	media control. play media
replay the song.	MEDIACONTROL	repeat	media control. repeat
who won the super bowl?	OTHER	other	other. other
what is today's date?	OTHER	other	other. other
turn up the radio.	MEDIACONTROL	volume_up	media control. volume up
stop playing the music.	MEDIACONTROL	stop	media control. stop
play sleep music.	MEDIACONTROL	play_media	media control. play media
play the weekend.	MEDIACONTROL	play_media	media control. play media
play wbls.	MEDIACONTROL	play_media	media control. play media
snooze for 5 minutes.	ALARM	snooze	alarm. snooze
hey cortana play.	MEDIACONTROL	play	media control. play
play rihanna.	MEDIACONTROL	play_media	media control. play media
cancel all alarms.	ALARM	turn_off_alarm	alarm. turn off alarm
play Christmas music on iheartradio.	MEDIACONTROL	play_media	media control. play media
